name,year,index,citation 
John Henry Constantine Whitehead,1944,32,4171
Oswald Theodore Avery,1944,NULL,NULL
Maurice Lugeon,1944,NULL,NULL
Theodor Svedburg,1944,NULL,NULL
Nils Eberhard Svedelius,1944,NULL,NULL
Stephen Prokofievitch Timoshenko,1944,NULL,NULL
"John Anderson, 1st Viscount Waverley",1945,71,20640
Leonard Colebrook,1945,10,263
Sir William Scott Farren,1945,3,76
Norman Feather,1945,39,5078
Sir John Henry Gaddum,1945,32,4171
Sir Harry Godwin,1945,6,80
John Masson Gulland,1945,9,670
Hildebrand Wolfe Harvey,1945,NULL,NULL
Vincent Charles Illing,1945,7,158
Albert Edward Ingham,1945,NULL,NULL
Herbert Davenport Kay,1945,NULL,NULL
Wilfrid Bennett Lewis,1945,NULL,NULL
Dame Kathleen Yardley Lonsdale,1945,NULL,NULL
Prasanta Chandra Mahalanobis,1945,10,327
Sir Rudolf Ernst Peierls,1945,1,16
John Monteath Robertson,1945,NULL,NULL
Frederick Maurice Rowe,1945,NULL,NULL
Sir William Wright Smith,1945,14,656
Marjory Stephenson,1945,NULL,NULL
Sir Barnes Neville Wallis,1945,NULL,NULL
John Zachary Young,1945,5,99
Agnes Arber,1946,11,302
Wilson Baker,1946,24,1872
Sir George Lindor Brown,1946, ,0
Sir Gordon Roy Cameron,1946,25,2259
Frank Dickens,1946,13,717
Harry Julius Emeleus,1946,NULL,NULL
Sir Frank Leonard Engledow,1946,NULL,NULL
Edmund Brisco Ford,1946,NULL,NULL
Robert Alexander Frazer,1946,87,30054
Sir Claude Dixon Gibb,1946,10,262
Edward Armand Guggenheim,1946,NULL,NULL
Robert Hill,1946,27,2329
Chalmers Jack Mackenzie,1946,NULL,NULL
Sir Ernest Marsden,1946,3,14
"William George Penney, 1st Baron Penney of East Hendred",1946,27,2785
Sir John Turton Randall,1946,24,1611
Roderick Oliver Redman,1946,16,914
Archibald Read Richardson,1946,NULL,NULL
Louis Rosenhead,1946,NULL,NULL
John Alexander Sinton,1946,70,20354
Harold Haydon Storey,1946,NULL,NULL
Sir Harold Warris Thompson,1946,NULL,NULL
John William Trevan,1946,2,26
Lawrence Rickard Wager,1946,3,54
Sir Francis Martin Rouse Walshe,1946,69,23477
Charles Maurice Yonge,1946,5,120
Herbert Spencer Gasser,1946,1,25
Jean Frederic Joliot,1946,NULL,NULL
Theodore von Kármán,1946,NULL,NULL
Erik Helge Oswald Stensiö,1946,NULL,NULL
Elizabeth II,1947,NULL,NULL
Thomas Edward Allibone,1948,1,2
Frank Philip Bowden,1948,2,15
Hayne Constant,1948, ,0
Sir Richard Stafford Cripps,1948,11,418
Stanley Fabes Dorey,1948,NULL,NULL
Ernest Harold Farmer,1948,NULL,NULL
Otto Robert Frisch,1948,5,58
Sir John Claud Fortescue Fryer,1948,NULL,NULL
Thomas Maxwell Harris,1948,11,730
Walter Heinrich Heitler,1948,3,31
Sir Alan Lloyd Hodgkin,1948,38,
George Martin Lees,1948,117,
Kurt Mahler,1948,15,973
Sidnie Milana Manton,1948,NULL,NULL
Robert Alexander McCance,1948,87,
Dorothy Mary Moyle Needham,1948,NULL,NULL
James Herbert Orton,1948,28,
Sir Leonard Gregory Parsons,1948,39,
Stanley Peat,1948,15,703
Gilbert Wooding Robinson,1948,NULL,NULL
William Albert Hugh Rushton,1948,4,104
John Walter Ryde,1948,27,
George Robert Sabine Snow,1948, ,0
Edgar William Richard Steacie,1948,9,445
John Arthur Todd,1948,47,
Frank Yates,1948,8,738
Detlev Wulf Bronk,1948,NULL,NULL
Luitzen Egbertus Jan Brouwer,1948,22,
Maurice Jules Gaston Corneille Caullery,1948,NULL,NULL
Linus Carl Pauling,1948,NULL,NULL
John Frank Allen,1949,38,
Richard William Bailey,1949,74,
Frederick Charles Bawden,1949,2,
Francis Brambell,1949,NULL,NULL
Keith Edward Bullen,1949, ,0
Ernst Boris Chain,1949,NULL,NULL
Ulick Richardson Evans,1949, ,0
Edward David Hughes,1949,3,63
William Quarrier Kennedy,1949,NULL,NULL
William Bernard Robinson King,1949,18,697
Ben Lockspeiser,1949, ,0
Hedley Marston,1949,11,314
Kenneth Mather,1949,14,566
James McFadyen McNeill,1949,4,50
Peter Medawar,1949,32,5217
Walter Thomas James Morgan,1949,37,4693
Norman Pirie,1949,NULL,NULL
Cecil Frank Powell,1949,28,
David Alymer Scott,1949,NULL,NULL
Wilson Smith,1949,15,
Gordon Sutherland,1949,2,23
Graham Sutton,1949,5,146
Meirion Thomas,1949,2,20
John Macnaghten Whittaker,1949,NULL,NULL
Frank George Young,1949,29,1961
Norman L. Bowen,1949,23,
Percy Williams Bridgman,1949,2,15
Max von Laue,1949,NULL,NULL
Erwin Schrodinger,1949,22,6606
George Macauley Trevelyan,1950,5,107
Boris Babkin,1950,1,10
Leslie Fleetwood Bates,1950,NULL,NULL
Thomas Archibald Bennet-Clark,1950,12,447
Brebis Bleaney,1950,21,2419
Leslie Comrie,1950,1,13
Charles Coulson,1950,2,41
Leslie Reginald Cox,1950,3,120
Harold Scott MacDonald Coxeter,1950,9,228
Gordon Herriot Cunningham,1950,NULL,NULL
William Joseph Elford,1950,16,921
Sidney Barrington Gates,1950,NULL,NULL
Cecil Hoare,1950,15,3073
Leslie Howarth,1950,2,21
Ewart Jones,1950,15,1864
Archer John Porter Martin,1950,58,14190
David Forbes Martyn,1950,26,2119
Richard Alan Morton,1950,39,5020
Richard Julius Pumphrey,1950,5,98
Allen Shenstone,1950,NULL,NULL
Henry Edward Shortt,1950,NULL,NULL
Carl Johan Fredrik Skottsberg,1950,NULL,NULL
Maurice Stacey,1950,20,2050
Leslie Ernest Sutton,1950,1,1
Richard Laurence Millington Synge,1950,1,3
Boris Uvarov,1950,NULL,NULL
Frederic Calland Williams,1950,NULL,NULL
"Prince Philip, Duke of Edinburgh",1951,7,134
Carlyle Smith Beals,1951,33,4004
John Smith Knox Boyd,1951,77,
David Guthrie Catcheside,1951,18,2934
Arthur Herbert Cook,1951, ,0
Sydney John Folley,1951,NULL,NULL
Herbert Frohlich,1951,4,21
Geoffrey Gee,1951,20,1310
Hans Arnold Heilbronn,1951,50,9093
Gerhard Herzberg,1951,30,3566
Joseph Burtt Hutchinson,1951,1,1
Harry Raymond Ing,1951,7,253
David Lambert Lack,1951,55,11925
Thaddeus Robert Rudolph Mann,1951,14,410
Kurt Alfred Georg Mendelssohn,1951,2,11
Albert Neuberger,1951,28,3375
Leonard Bessemer Pfeil,1951,NULL,NULL
James Arthur Prescott,1951,49,9123
Maurice Henry Lecorney Pryce,1951,4,52
William John Pugh,1951,36,4106
John Ashworth Ratcliffe,1951,17,1623
Thomas Alan Stephenson,1951,28,2727
William Homan Thorpe,1951,10,423
Petrus Johann Du Toit,1951,NULL,NULL
Alan Turing,1951,3,140
Alfred Rene Jean Paul Ubbelohde,1951,24,2196
Sir Wallace Alan Akers,1952,1,3
Cecil Edwin Henry Bawn,1952,1,6
Norman John Berrill,1952,11,392
"Edward Ettingdean Bridges, Baron Bridges",1952,NULL,NULL
John Hubert Craigie,1952,16,749
Freeman John Dyson,1952,17,911
Dame Honor Bridget Fell,1952,NULL,NULL
Dalziel Llewellyn Hammick,1952,NULL,NULL
Leonard Hawkes,1952,3,32
William Owen James,1952,51,15939
Harry Jones,1952,14,771
Sir Bernard Katz,1952,47,13241
Max Rudolf Lemberg,1952,8,191
Sir William Hunter McCrea,1952,42,6224
Joseph Stanley Mitchell,1952,16,1871
Albert Cyril Offord,1952,NULL,NULL
Sir Alfred Grenville Pugsley,1952,NULL,NULL
Robert Russell Race,1952,65,12916
Sir Martin Ryle,1952,160,
David Macleish Smith,1952,NULL,NULL
Frank Stuart Spring,1952,34,3905
Edward Wilfred Taylor,1952,NULL,NULL
Samuel Tolansky,1952,NULL,NULL
Marthe Louise Vogt,1952,NULL,NULL
Thomas Stanley Westoll,1952,17,950
Donald Devereux Woods,1952,NULL,NULL
Sven Otto Horstadius,1952,15,937
Albert Jan Kluyver,1952,NULL,NULL
Albert Marcel Germain Rene Portevin,1952,2,196
Tadeus Reichstein,1952,26,3648
John Stuart Anderson,1953,32,3631
Kenneth Bailey,1953,9,229
Henry Barcroft,1953,14,703
John Barker,1953,33,4383
John Charles Burkill,1953,18,1469
John Warcup Cornforth,1953,NULL,NULL
Samuel Curran,1953,2,80
Charles Sutherland Elton,1953,14,855
Otto Frankel,1953,6,235
Ernest Gale,1953,11,
Alfred Gordon Gaydon,1953,2,14
Arnold Alexander Hall,1953,27,2816
Geoffrey Wingfield Harris,1953,NULL,NULL
Claude Cavendish Inglis,1953,NULL,NULL
"Willis Jackson, Baron Jackson of Burnley",1953,3,48
James Lighthill,1953,14,1951
George Hoole Mitchell,1953,NULL,NULL
Lionel Sharples Penrose,1953,NULL,NULL
Herbert Marcus Powell,1953,NULL,NULL
Alan Richard Powell,1953,13,410
"Victor Rothschild, 3rd Baron Rothschild",1953,NULL,NULL
David Shoenberg,1953,10,408
Thomas Wallace,1953,17,924
David Whitteridge,1953,32,3958
Richard van der Riet Woolley,1953,NULL,NULL
"Louis Victor Pierre Raymond de Broglie, Duc de Broglie",1953, ,0
Robert Courrier,1953,NULL,NULL
Hermann Joseph Muller,1953,1,1
Wolfgang Ernst Pauli,1953,27,
Derek Barton,1954,53,
Thomas MacFarland Cherry,1954, ,0
Ernest Gordon Cox,1954,1,2
Frederick Charles Frank,1954,17,1361
Austin Bradford Hill,1954,28,2349
Edwin Sherbon Hills,1954,NULL,NULL
"Christopher Hinton, Baron Hinton of Bankside",1954,13,661
Frederick Ernest King,1954,3,221
Heinrich Gerhard Kuhn,1954,33,3494
Hans Werner Lissmann,1954,81,32696
Frank Campbell MacIntosh,1954,8,263
Leonard Harrison Matthews,1954,66,13891
Joseph Lade Pawsey,1954,NULL,NULL
Max Perutz,1954,63,16780
Alfred Pippard,1954,NULL,NULL
Rosalind Pitt-Rivers,1954,15,1165
Reginald Dawson Preston,1954,NULL,NULL
John William Sutton Pringle,1954,2,26
Francis John Richards,1954,5,399
Claude Rimington,1954,27,2460
Werner Wolfgang Rogosinski,1954,3,35
Frederick Sanger,1954,41,63246
Otto Struve,1954,1,5
Henry Thode,1954,31,2841
William Alexander Waters,1954,24,2133
Carrington Bonsor Williams,1954,NULL,NULL
Karl von Frisch,1954,NULL,NULL
Otto Loewi,1954,8,573
Manne Siegbahn,1954,5,63
David Robert Bates,1955,13,440
George Washington Corner,1955, ,0
E. J. H. Corner,1955, ,0
Alan Cottrell,1955,16,1479
Samuel Devons,1955,12,481
Allan Watt Downie,1955,29,4052
Kingsley Charles Dunham,1955,9,421
David John Finney,1955,43,7732
"Alexander Fleck, 1st Baron Fleck",1955,1,4
Kenneth James Franklin,1955,12,502
William Hawthorne,1955,7,169
Donald Holroyde Hey,1955,NULL,NULL
Harold Percival Himsworth,1955,NULL,NULL
Andrew Huxley,1955,36,19942
Reginald W. James,1955,30,4433
Dan Lewis,1955,24,2032
John Wilfrid Linnett,1955,NULL,NULL
Bernard Lovell,1955,5,59
Otto Lowenstein,1955,14,734
Raymond Lyttleton,1955,9,419
Alexander George Ogston,1955,6,122
Guido Pontecorvo,1955,12,2154
James Arthur Ramsay,1955,49,9123
Frederick Clifford Tompkins,1955, ,0
Arthur Geoffrey Walker,1955,8,1270
George Philip Wells,1955,13,576
Werner Heisenberg,1955,26,6745
Lise Meitner,1955,10,571
Otto Renner,1955,4,34
Queen Elizabeth The Queen Mother,1956,1,1
Norman Percy Allen,1956, ,0
"John Baker, Baron Baker",1956,23,3329
Richard Maling Barrer,1956,NULL,NULL
Robert Brown,1956,54,12001
John Alfred Valentine Butler,1956,NULL,NULL
Dennis Gabor,1956,15,2815
Hans Gruneberg,1956,22,1460
Charles Skinner Hallpike,1956,38,5403
John Edward Harris,1956,17,2172
Walter Kurt Hayman,1956,NULL,NULL
Nicholas Kemmer,1956,NULL,NULL
Nicholas Kurti,1956,6,108
Robert Gwyn Macfarlane,1956,1,2
Roy Markham,1956,19,1268
John Wesley Mitchell,1956,26,2234
William D.M. Paton,1956,19,1363
Alfred Brian Pippard,1956,2,10
Helen Porter,1956,22,1702
George Salt,1956,16,910
Charles William Shoppee,1956,NULL,NULL
Frederick William Shotton,1956,1,7
Errol White,1956,3,48
Maurice Wilkes,1956,5,126
Denys Haigh Wilkinson,1956,NULL,NULL
Arthur Wormall,1956,8,247
"Robert Gascoyne-Cecil, 5th Marquess of Salisbury",1957,NULL,NULL
Saul Adler,1957,9,386
Emmanuel Amoroso,1957,11,513
Charlotte Auerbach,1957,13,894
George Batchelor,1957,NULL,NULL
William Ernest Burcham,1957,NULL,NULL
"Frederick Dainton, Baron Dainton",1957,25,2200
James Danielli,1957,11,505
Fred Hoyle,1957,28,4576
John Kenyon Netherton Jones,1957,66,
Henry Lipson,1957,4,138
Leslie H. Martin,1957,7,215
John McMichael,1957,11,474
Bruno Mendel,1957,7,167
Cyril Leslie Oakley,1957,NULL,NULL
Harry Pitt,1957,NULL,NULL
Francis Leslie Rose,1957, ,0
William Kershaw Slater,1957,10,389
Frank Ewart Smith,1957,5,72
Ernest Lister Smith,1957,53,10470
Herbert Squire,1957,NULL,NULL
Frederick Campion Steward,1957,NULL,NULL
Walter Stanley Stiles,1957,12,516
Reginald Sutcliffe,1957,NULL,NULL
Darashaw Nosherwan Wadia,1957,NULL,NULL
Alexander Watt,1957,1,28
Walter Frederick Whittard,1957,NULL,NULL
Michael Abercrombie,1958,NULL,NULL
Edward Penley Abraham,1958,NULL,NULL
John Randal Baker,1958,3,64
Arthur John Birch,1958,5,83
Satyendra Nath Bose,1958,1,10
Percy Wragg Brian,1958,NULL,NULL
Edith Bulbring,1958,24,2217
Robert Kenneth Callow,1958,8,185
Frank Dixey,1958,7,112
Paul Peter Ewald,1958,7,143
Frank John Fenner,1958, ,0
William Henry Glanville,1958,16,970
Albert Edward Green,1958,17,726
Sir Alexander Haddow,1958,22,1455
Graham Higman,1958,13,751
Arthur St George Joseph McCarthy Huggett,1958, ,0
Hugh Christopher Longuet-Higgins,1958,2,57
Basil Lythgoe,1958,17,975
Sisir Kumar Mitra,1958,NULL,NULL
Clifford Hiley Mortimer,1958,NULL,NULL
Ronald Sydney Nyholm,1958,NULL,NULL
George Dixon Rochester,1958,8,398
Owen Alfred Saunders,1958,NULL,NULL
James Eric Smith,1958,50,
William Bertram Turrill,1958,12,378
Andre Michel Lwoff,1958,13,520
Nikolai Nikolaevich Semenov,1958,NULL,NULL
George Gaylord Simpson,1958,NULL,NULL
Arthur Stoll,1958,18,1280
Gustaf VI Adolf of Sweden,1959,NULL,NULL
Geoffrey Herbert Beale,1959,36,
Franz Bergel,1959,10,420
Ann Bishop,1959,14,693
Geoffrey Emett Blackman,1959,NULL,NULL
Sir Hermann Bondi,1959,9,487
James Macdonald Cassels,1959,43,8891
Arthur Roy Clapham,1959,NULL,NULL
Francis Harry Compton Crick,1959,5,240
Geoffrey Bertram Robert Feilden,1959,8,357
Raymond James Wood Le Fevre,1959,3,46
David Willis Wilson Henderson,1959,24,2110
Richard Darwin Keynes,1959,NULL,NULL
Bernhard Hermann Neumann,1959,9,200
Stephen Robert Nockolds,1959,5,105
William Charles Price,1959,9,227
Geoffrey Vincent Raynor,1959,NULL,NULL
Sir Rex Edward Richards,1959,5,108
Owain Westmacott Richards,1959,NULL,NULL
Claude Ambrose Rogers,1959,1,8
Muhammad Abdus Salam,1959,49,13685
Robert Spence,1959,11,387
Sylvia Agnes Sophia Tait,1959,NULL,NULL
James Francis Tait,1959,20,2261
Maurice Hugh Frederick Wilkins,1959,5,307
Sidney William Wooldridge,1959,NULL,NULL
Melvin Calvin,1959,50,8291
Gerhard Domagk,1959,5,215
Jan Hendrik Oort,1959,NULL,NULL
Axel Hugo Theodor Theorell,1959,NULL,NULL
Alfred Maurice Binnie,1960,NULL,NULL
Robert Hanbury Brown,1960,NULL,NULL
Sir Derman Guy Christopherson,1960,NULL,NULL
Richard Henry Dalitz,1960,34,4445
James Norman Davidson,1960,43,6418
Michael James Stewart Dewar,1960,67,13579
Sir William Stewart Duke-Elder,1960,39,5834
Louis Essen,1960,1,3
Sir David Gwynne Evans,1960,11,533
Norman Leslie Falcon,1960,1,2
Peter Alfred Gorer,1960,NULL,NULL
Oscar Victor Sayer Heath,1960,NULL,NULL
Sir Ronald Holroyd,1960,1,1
Hugh Esmor Huxley,1960,NULL,NULL
Sir John Cowdery Kendrew,1960,16,1499
John Alwyne Kitching,1960,NULL,NULL
David Keith Chalmers Macdonald,1960,43,5372
Sir George White Pickering,1960,19,1115
"George Porter, Baron Porter of Luddenham",1960,41,5103
Klaus Friedrich Roth,1960,61,13960
Thiruvenkata Rajendra Seshadri,1960,NULL,NULL
James Haward Taylor,1960,NULL,NULL
Albert Alan Townsend,1960,47,12367
Ralph Louis Wain,1960,NULL,NULL
Edward Nevill Willmer,1960,NULL,NULL
George Wells Beadle,1960,117,51615
Ragnar Arthur Granit,1960,NULL,NULL
George Bogdan Kistiakowsky,1960,NULL,NULL
Lev Davydovitch Landau,1960,NULL,NULL
James Baddiley,1961,28,3412
Harold Everard Monteagle Barlow,1961,NULL,NULL
Maurice Stevenson Bartlett,1961,NULL,NULL
Rupert Everett Billingham,1961,NULL,NULL
Clifford Charles Butler,1961,30,3068
Joseph Chatt,1961,38,6893
"Brian Flowers, Baron Flowers",1961,7,297
Louis Harold Gray,1961,3,19
Sidney Henry Haughton,1961,NULL,NULL
Rodney Hill,1961,41,16490
Howard Everest Hinton,1961,NULL,NULL
Robert George Spencer Hudson,1961,51,8714
"Frank Kearton, Baron Kearton",1961,NULL,NULL
Heinz London,1961,NULL,NULL
Montague Maizels,1961,11,304
Irene Manton,1961,27,2358
Leo Edmond Marion,1961,NULL,NULL
Arnold Ashley Miles,1961,7,161
Douglas Geoffrey Northcott,1961,NULL,NULL
George Joseph Popjak,1961,15,884
John Pople,1961,117,
Rutherford Ness Robertson,1961,NULL,NULL
Salimuzzaman Siddiqui,1961,21,1523
Alec Skempton,1961,9,1125
Michael James Denham White,1961,67,13579
Olaf Holtedahl,1961,3,59
Solomon Lefschetz,1961,5,85
Elmer Verner McCollum,1961,NULL,NULL
Aleksandr Nikolaevich Nesmeyanov,1961,NULL,NULL
Sir Michael Francis Atiyah,1962,20,1461
Moses Blackman,1962,NULL,NULL
Hermann Karl Felix Blaschko,1962,1,4
William Cochran,1962,60,12478
Sir William Richard Joseph Cook,1962,9,445
William Alexander Deer,1962,24,2133
Charles Enrique Dent,1962,NULL,NULL
Robert William Ditchburn,1962,2,12
Philip Herries Gregory,1962,NULL,NULL
Maurice Neville Hill,1962, ,0
Douglas William Holder,1962,12,422
Sir Stanley George Hooker,1962,12,849
Alfred Alexander Peter Kleczkowski,1962, ,0
Stanley Mandelstam,1962,31,6231
Leslie Eleazer Orgel,1962,NULL,NULL
Francis Rex Parrington,1962,NULL,NULL
Howard Latimer Penman,1962,2,20
Martin Rivers Pollock,1962, ,0
Ralph Alexander Raphael,1962,17,745
John Stanley Sawyer,1962,56,9412
William George Schneider,1962,27,2785
Robert Allan Smith,1962,47,7226
"Michael Meredith Swann, Baron Swann of Coln St Denys",1962,37,4733
Nikolaas Tinbergen,1962,16,1505
Harry Lambert Welsh,1962, ,0
Daniel Bovet,1962,12,761
Fritz Albert Lipmann,1962,20,2099
J. Robert Oppenheimer,1962,190,
Vladimir Prelog,1962,29,4271
Maurice Harold Macmillan,1962,NULL,NULL
Isaac Wolfson,1963,2,16
John Bertram Adams,1963,33,3354
"Eric Ashby, Baron Ashby",1963,7,182
Horace Newton Barber,1963,NULL,NULL
Eric Henry Stoneley Burhop,1963,36,4836
Harold Garnet Callan,1963,NULL,NULL
John William Scott Cassels,1963,2,26
Thomas Neville George,1963,5,65
James Learmonth Gowans,1963,3,18
Peter Bernhard Hirsch,1963,4,143
John Herbert Humphrey,1963,28,4308
Peter Leslie Krohn,1963,12,547
Dietrich Kuchemann,1963,2,16
Michael Selwyn Longuet-Higgins,1963,17,961
John Freeman Loutit,1963,48,7528
John Walter Guerrier Lund,1963,27,2405
Sheina Macalister Marshall,1963,NULL,NULL
Paul Taunton Matthews,1963,NULL,NULL
Bernard Yarnton Mills,1963,NULL,NULL
Charles Garrett Phillips,1963,8,140
John Alexander Fraser Roberts,1963,70,20354
Leonard Rotherham,1963,NULL,NULL
Thomas Stevens Stevens,1963,23,1421
Theodore Morris Sugden,1963,4,112
David Tabor,1963,35,4943
Arthur James Cochran Wilson,1963,28,2948
"Rupert Guinness, 2nd Earl of Iveagh",1964,NULL,NULL
Frank Adams,1964,14,861
Clement Henry Bamford,1964,3,25
James Beament,1964,13,467
"Russell Brain, 1st Baron Brain",1964,2,10
Margaret Burbidge,1964,1,5
Arnold Burgen,1964,34,5749
Leslie Hugh Norman Cooper,1964,9,527
Eric James Denton,1964,74,
Dan Eley,1964,NULL,NULL
Leslie Fowden,1964,26,2239
Peter Fowler,1964,42,4781
Cyril Garnham,1964,NULL,NULL
Thomas Gold,1964,18,1591
John Laker (Jack) Harley,1964,NULL,NULL
William Hayes,1964,44,9009
John Riley Holt,1964,42,16708
William Hudson,1964,8,352
David George Kendall,1964,36,3741
George Wallace Kenner,1964,5,73
Henton Morrogh,1964, ,0
Rodney Robert Porter,1964,38,4196
Alan Robertson,1964,26,4447
Percival Albert Sheppard,1964,1,15
Frederick Stewart,1964,16,910
Arthur Donald Walsh,1964,6,162
Robert Edward Bell,1965,43,8472
George Douglas Hutton Bell,1965,33,3800
Sydney Brenner,1965,72,27038
Giles Skey Brindley,1965,NULL,NULL
Bertram Neville Brockhouse,1965,NULL,NULL
Arthur Roderick Collar,1965,NULL,NULL
Edward Foyle Collingwood,1965,NULL,NULL
Robert Royston Amos Coombs,1965,1,1
Kenneth George Denbigh,1965,5,79
Gordon Elliott Fogg,1965,2,18
Charles Edmund Ford,1965,NULL,NULL
Roderic Alfred Gregory,1965, ,0
Dorothy Hill,1965,9,225
Alan Woodworth Johnson,1965,NULL,NULL
Reginald Victor Jones,1965,11,374
Charles Kemball,1965,25,
John Stodart Kennedy,1965,NULL,NULL
Tom Kilburn,1965,NULL,NULL
Hans Leo Kornberg,1965,1,1
Hans Kronberger,1965, ,0
Charles Philippe Leblond,1965,1,3
Panchanan Maheshwari,1965,3,16
Basil John Mason,1965,41,7172
William Valentine Mayneord,1965,30,10252
Robert Gordon Menzies,1965,51,8337
Gilbert Roberts,1965,22,2310
Stanley Keith Runcorn,1965,6,218
Philip MacDonald Sheppard,1965,9,242
Keith Stewartson,1965,23,1831
John Marion Thoday,1965,9,368
John Clive Ward,1965,12,1278
Gerald Beresford Whitham,1965,NULL,NULL
Geoffrey Wilkinson,1965,49,12223
Theodosius Dobzhansky,1965,20,1598
Richard Feynman,1965,41,22119
Jaroslav Heyrovsky,1965,7,139
Severo Ochoa,1965,37,4986
"Louis Mountbatten, 1st Earl Mountbatten of Burma",1966,NULL,NULL
Alan Rushton Battersby,1966,21,1194
Thomas Brooke Benjamin,1966, ,0
Kenneth George Budden,1966,5,79
Robert Ernest Davies,1966,1,1
Richard Doll,1966,92,42619
Samuel Frederick Edwards,1966,1,2
John Samuel Forrest,1966,36,4058
Francis Charles Fraser,1966,41,5310
Harry Harris,1966,52,9867
Donald Olding Hebb,1966,NULL,NULL
William Kenneth Hutchison,1966,12,417
Alick Isaacs,1966,12,574
Basil Kassanis,1966,NULL,NULL
Ralph Ambrose Kekwick,1966,NULL,NULL
Percy Edward Kent,1966,5,93
Desmond George King-Hele,1966,NULL,NULL
Francis Gerald William Knowles,1966,16,2293
Georg Kreisel,1966,9,358
Cyril Edward Lucas,1966,2,13
James Dwyer McGee,1966,34,5219
James Woodham Menter,1966, ,0
Arthur Ernest Mourant,1966,3,52
Egon Sharpe Pearson,1966,NULL,NULL
Donald Hill Perkins,1966,31,
Lillian Mary Pickford,1966,10,317
Heinz Otto Schild,1966,5,56
Herbert Muggleton Stanley,1966,NULL,NULL
Bruce Arnold Dunbar Stocker,1966,2,6
John Sutton,1966,61,9665
Michael Szwarc,1966,32,5535
David Hardy Whiffen,1966,25,1819
Frederick White,1966,1,1
Ernest James William Barrington,1967,1,9
Kenneth Lyon Blaxter,1967,5,137
Eric Stuart Booth,1967,2,60
Norman Adrian de Bruyne,1967, ,0
Charles William Bunn,1967,18,1031
Christopher Sydney Cockerell,1967,NULL,NULL
John Vivian Dacie,1967,3,49
Frederick James Dent,1967,14,2516
Charles Alexander Fleming,1967,27,3551
Hugh Ford,1967,27,2206
Stephen Denis Garrett,1967,NULL,NULL
Michael Anthony Grace,1967,22,1731
Emmeline Jean Hanson,1967,11,322
Alec Arnold Constantine Issigonis,1967,NULL,NULL
Francis Edgar Jones,1967,19,1398
Raymond Urgel Lemieux,1967,NULL,NULL
Ieuan Maddock,1967,NULL,NULL
Nicholas Avrion Mitchison,1967,10,230
Joseph Arthur Colin Nicol,1967,4,63
"David Chilton Phillips, Baron Phillips of Ellesmere",1967,6,155
Charles Henry Brian Priestley,1967,37,
Calyampudi Radhakrishna Rao,1967,33,3717
Ralph Riley,1967,18,1464
Michael John Seaton,1967,24,1722
Norman Sheppard,1967,41,5533
David Henry Smyth,1967,54,12061
Franz Sondheimer,1967,31,4041
Henry Peter Francis Swinnerton-Dyer,1967,38,4067
Douglas Frew Waterhouse,1967,NULL,NULL
Richard Tecwyn Williams,1967,NULL,NULL
Alwyn Williams,1967,18,1215
John Michael Ziman,1967,31,3648
Max Ludwig Henning Delbruck,1967,10,769
John Franklin Enders,1967,21,1144
Robert Sanderson Mulliken,1967,7,177
John Hasbrouck Van Vleck,1967,NULL,NULL
Ephraim Saul Anderson,1968,NULL,NULL
Leslie Clifford Bateman,1968,3,69
Donald Eric Broadbent,1968,NULL,NULL
Geoffrey Ronald Burbidge,1968,NULL,NULL
Benedict Delisle Burns,1968,NULL,NULL
Richard Clive Cookson,1968,1,3
David Parker Craig,1968,62,15660
Dennis John Crisp,1968,2,76
James Dyson,1968,2,10
Eric Eastwood,1968,5,226
George Robert Edwards,1968,54,11202
Trevor Walworth Goodwin,1968,NULL,NULL
Henry Harris,1968,35,4393
Robert Neville Haszeldine,1968,11,346
Antony Hewish,1968,17,1573
Ioan Mackenzie James,1968,NULL,NULL
Douglas Samuel Jones,1968,18,1613
Anthony David Lees,1968,85,29405
Patrick Loudon Mollison,1968,NULL,NULL
Donald Henry Northcote,1968,6,
Phillip Sadler Nutman,1968,14,944
Donald William Pashley,1968,NULL,NULL
Owen Martin Phillips,1968, ,0
David Rees,1968,53,11796
Frederick Denys Richardson,1968,NULL,NULL
Michael George Parke Stoker,1968,45,6675
John Crossley Swallow,1968,12,520
George Taylor,1968,46,6277
Richard Gilbert West,1968,61,10485
David Theodore Nelson Williamson,1968,6,124
John Tuzo Wilson,1968,1,17
Michael Francis Addison Woodruff,1968,20,1461
Harold Wilson,1969,21,1516
Horace Basil Barlow,1969,NULL,NULL
Sir Robert Lewis Fullarton Boyd,1969,30,3428
John Hugh Chesters,1969,31,3148
Sir Alan Hugh Cook,1969,6,276
George William Cooke,1969,47,8543
Peter Victor Danckwerts,1969,8,374
Paul Fatt,1969,22,3583
John Robert Stanley Fincham,1969,75,24058
Harold Montague Finniston,1969, ,0
William Sefton Fyfe,1969,2,50
William Reginald Stephen Garton,1969,6,110
Philip George Houthem Gell,1969,30,3130
Quentin Howieson Gibson,1969,NULL,NULL
"John Anthony Hardinge Giffard, 3rd Earl of Halsbury",1969,58,14762
Eugen Glueckauf,1969,NULL,NULL
Benjamin Arthur Hems,1969,9,367
George Adrian Horridge,1969,1,3
Robin Ralph Jamison,1969,NULL,NULL
Aaron Klug,1969,79,24984
Leslie William Mapson,1969,NULL,NULL
Alexander Walter Merrison,1969,12,716
Charles William Oatley,1969,NULL,NULL
