name,year,index,citation 
Fiona Mary Watt,2003,4,53
Peter Neil Temple Wells,2003,2,40
Denis Baylor,2003,54,11783
Fotis Constantine Kafatos,2003,NULL,NULL
Klaus von Klitzing,2003,1,2
Donald Ervin Knuth,2003,5,77
José Sarukhán,2003,18,1941
Valentine Louis Telegdi,2003,NULL,NULL
Samson Abramsky,2004,24,2097
Spencer Charles Hilton Barrett,2004,13,661
Julian Besag,2004,17,3667
Timothy Robert Birkhead,2004,10,363
Martin Bobrow,2004,56,11817
Donal Donat Conor Bradley,2004,2,21
Malcolm Watson Brown,2004,20,1089
Charles Richard Arthur Catlow,2004,15,1636
Graeme Milbourne Clark,2004,NULL,NULL
Gordon Richard Conway,2004,4,56
Lennox Cowie,2004,66,15432
Anthony George Cullis,2004,22,1960
Partha Sarathi Dasgupta,2004,3,23
Nicholas Edward Day,2004,15,893
Caroline Dean,2004,68,17814
Graham John Dockray,2004,3,95
Richard Michael Durbin,2004,36,4115
David Bernard Alper Epstein,2004,20,1512
Gerard Ian Evan,2004,NULL,NULL
Bland James Finlay,2004, ,0
Norman Andrew Fleck,2004,9,269
Carlos Silvestre Frenk,2004,27,2902
Vernon Charles Gibson,2004,62,22856
Lynn Faith Gladden,2004,NULL,NULL
Bryan Thomas Grenfell,2004,3,33
Stephen Edgar Halford,2004,12,1072
Andrew David Hamilton,2004,7,152
Edward Hinds,2004,42,5973
David William Holden,2004,2,4
David Thomas Kemp,2004,58,12533
Malcolm Sim Longair,2004,27,2613
Alan Douglas Martin,2004,16,962
John Francis Brake Mitchell,2004,1,1
William Branks Motherwell,2004,NULL,NULL
David Preiss,2004,21,3749
John Adrian Pyle,2004,1,40
Carol Vivien Robinson,2004,10,423
Nancy Jane Rothwell,2004,5,51
Frank Sherwood Rowland,2004,3,12
David Henry Solomon,2004,54,12061
Peter Henry St George Hyslop,2004,28,2302
Christopher Brian Stringer,2004, ,0
David Tollervey,2004,83,20537
Nicholas John Wald,2004,4,131
Dale Brian Wigley,2004,2,22
Leonard Wolfson,2005,NULL,NULL
James Barber,2005,69,19338
Martin Thomas Barlow,2005,11,357
Laurence David Barron,2005,37,5001
Andrew Blake,2005,56,16922
Harry Leonard Bryden,2005,NULL,NULL
Stephen John Williams Busby,2005,8,333
Luca Cardelli,2005,38,5566
Deborah Charlesworth,2005,64,16648
John Collinge,2005,76,27305
Paul Bruce Corkum,2005,6,163
John Patrick Croxall,2005,33,4263
Tom Curran,2005,101,41730
John Francis Xavier Diffley,2005,1,1
Julian Downward,2005,91,36417
Ronald David Ekers,2005,12,574
Robert Evans,2005,41,5593
Philip Richard Evans,2005,11,504
Alastair Hugh Fitter,2005,NULL,NULL
Uta Frith,2005,70,25544
David Christopher Gadsby,2005,12,434
Douglas Roland Higgs,2005,5,211
Brian Leslie Norman Kennett,2005,3,53
David William Masser,2005,2,4
Thomas Guy Masters,2005,20,1161
Thomas Fulton Wilson McKillop,2005,29,4150
Goverdhan Mehta,2005,37,6873
Roger Ervin Miller,2005,2,19
Michael John Morgan,2005,24,1722
Ian Paterson,2005,55,10840
John Richard Anthony Pearson,2005,44,6362
Philip Power,2005,76,21618
Nicholas Jarvis Proudfoot,2005,33,3468
Trevor William Robbins,2005,13,903
Douglas Alan Ross,2005,44,7888
Philip St John Russell,2005,2,9
Peter John Sadler,2005,27,1955
Christopher Maxwell Snowden,2005,20,1436
David John Spiegelhalter,2005,43,7732
Robert Daniel St Johnston,2005,7,161
Lloyd Nicholas Trefethen,2005,NULL,NULL
Richard Samuel Ward,2005, ,0
Colin Watts,2005,45,8023
John Graham White,2005,56,12112
Ralph Kohn,2006,2,16
Roger William Alder,2006,NULL,NULL
David Barford,2006,63,16462
Stephen M. Barnett,2006,44,8201
Allan Basbaum,2006,95,36295
Richard William Battarbee,2006,74,25912
Axel Dieter Becke,2006,NULL,NULL
Valerie Beral,2006,83,27066
Edmund John Philip Browne,2006,28,3353
Peter James Donnelly,2006,39,6401
John Hugh David Eland,2006,31,3148
David John Ewins,2006,43,7732
David Malcolm Farmer,2006,7,163
Marc Feldmann,2006,102,47001
Charles Thomas Bayley Foxon,2006,38,8911
Matthew John Aylmer Freeman,2006,10,395
Karl John Friston,2006,3,23
Nigel David Forster Grindley,2006,3,76
Andy Hopper,2006,19,5071
Peter John Hunter,2006,27,1955
Richard James Jackson,2006,55,11030
Richard Anthony Lewis Jones,2006,21,1094
Calestous Juma,2006,8,254
Michael Lockwood,2006,41,5860
Ruth Marion Lynden-Bell,2006,NULL,NULL
Trudy Frances Charlene Mackay,2006,NULL,NULL
Jerrold Eldon Marsden,2006,NULL,NULL
Robert Anthony Martienssen,2006,29,2533
Ramesh Narayan,2006,75,20926
Raymond William Ogden,2006,7,179
Peter Joseph Jacques Parker,2006,30,2809
John Martindale Pearce,2006,18,1238
Joseph Sriyal Malik Peiris,2006,101,
Michael Richard Edward Proctor,2006,20,1780
Atta ur Rahman,2006,NULL,NULL
Helen Ruth Saibil,2006,NULL,NULL
Nicholas Shepherd-Barron,2006,11,412
Austin Gerard Smith,2006,57,12305
Nahum Sonenberg,2006,132,64287
Mriganka Sur,2006,64,14131
Peter Christopher West,2006,9,268
Nicholas John White,2006,4,131
Alan Geoffrey Wilson,2006,32,3794
David Phillip Woodruff,2006,NULL,NULL
Ziheng Yang,2006,73,34497
"Onora O'Neill, Baroness O'Neill of Bengarve",2007,17,1045
William Bradshaw Amos,2007,32,3468
Peter J. Barnes,2007,19,1556
Gillian Patricia Bates,2007,5,388
Samuel Frank Berkovic,2007,9,320
Michael James Bickle,2007,67,13579
Jeremy Bloxham,2007,27,2882
David Vernon Boger,2007,11,937
Peter George Bruce,2007,37,7227
Michael Elmhirst Cates,2007,NULL,NULL
Frederick Geoffrey Nethersole Cloke,2007,NULL,NULL
Richard John Cogdell,2007,17,1186
Stewart Thomas Cole,2007,7,180
George Coupland,2007,66,17325
George F. R. Ellis,2007, ,0
Barry John Everitt,2007,7,147
Andre Konstantin Geim,2007,NULL,NULL
Siamon Gordon,2007,117,52208
Barbara Rosemary Grant,2007,6,270
David Grahame Hardie,2007,22,1715
William Anthony Harris,2007,28,3324
Nicholas Higham,2007,37,3768
Anthony Arie Hyman,2007,NULL,NULL
Anthony James Kinloch,2007,42,5889
Richard Leakey,2007,31,2165
Malcolm Harris Levitt,2007,40,4729
Ottoline Leyser,2007,52,11960
Paul Fredrick Linden,2007,NULL,NULL
Peter Brent Littlewood,2007,1,6
Ravinder Nath Maini,2007,36,8724
Robert James Mair,2007,20,1139
Michael Henry Malim,2007,27,2273
Andrew Paul McMahon,2007,19,1582
E. Richard Moxon,2007,24,2484
John Andrew Peacock,2007,20,1236
Edward Arend Perkins,2007,NULL,NULL
Stephen Bailey Pope,2007,48,8014
Daniela Rhodes,2007,55,10346
Morgan Hwa-Tze Sheng,2007,NULL,NULL
David Colin Sherrington,2007,2,40
Terence Chi-Shen Tao,2007,NULL,NULL
Veronica Van Heyningen,2007,NULL,NULL
David Lee Wark,2007,44,7987
Trevor Dion Wooley,2007,NULL,NULL
Andrew Peter Zisserman,2007,2,33
Girish Agarwal,2008,69,18864
Dario Alessi,2008,107,47428
Michael Alpers,2008,59,12154
Fraser Armstrong,2008,66,12384
Alan Ashworth,2008,96,38115
John Irving Bell,2008,16,1105
Jon Blundy,2008,50,10449
Leszek Borysiewicz,2008,36,5041
Alexander Bradshaw,2008,66,15480
Stephen M. Cohen,2008,99,
Fergus Craik,2008,73,23125
David Deutsch,2008,17,5057
John Duncan,2008,91,31948
Russell Grant Foster,2008,9,671
Brian Foster,2008,69,
Derek John Fray,2008,5,116
Peter John Hudson,2008,27,1955
Christopher Alexander Hunter,2008,8,233
Stephen Jackson,2008,105,43590
Nicholas Kaiser,2008,49,10666
Mark Kisin,2008,11,466
Christopher John Lamb,2008,14,486
Peter Simon Liss,2008,29,3476
Jan Lowe,2008,55,12407
Yiu-Wing Mai,2008,75,
John C. Marshall,2008,85,34261
Harvey Thomas McMahon,2008,5,81
Anne O'Garra,2008,85,41893
Peter Robert Parham,2008,8,214
Ian Parker,2008,58,12968
Michael Christopher Payne,2008,11,490
Laurence Pearl,2008,67,16584
Matthew Rosseinsky,2008,67,20987
Robert Graham Goodwin Russell,2008,55,10496
Chris Toumazou,2008,31,4554
George Sawatzky,2008,91,32291
James Scott,2008,74,36372
Evgeny Konstantintinovich Sklyanin,2008,NULL,NULL
Philip John Stephens,2008,24,1864
Claudio Daniel Stern,2008,75,24256
Michael Stratton,2008,112,62066
Roger Summons,2008,61,14087
Ulrike Tillmann,2008,7,179
Kenneth Nigel Timmis,2008,NULL,NULL
Chris Toumazou,2008,31,4554
J. Michael Bishop,2008,66,18352
William A. Catterall,2008,69,
Barbara Leonare Hohn,2008,NULL,NULL
Ho-kwang Mao,2008,97,32109
Peter Marler,2008,55,8964
David Mumford,2008,34,6136
Richard Schrock,2008,95,34661
Susan Solomon,2008,68,17819
"David Sainsbury, Baron Sainsbury of Turville",2008,4,84
"Prince William, Duke of Cambridge",2009,18,1027
Robert Anthony Ainsworth,2009,29,2533
Ross J. Anderson,2009,75,
Michael Norman Royston Ashfold,2009,66,
Michael Batty,2009,43,5851
Martin Buck,2009,38,5192
Oscar Peter Buneman,2009,28,3051
Michel Crétien,2009,NULL,NULL
Jennifer Alice Clack,2009, ,0
Michael James Duff,2009,67,13579
Richard Keith Ellis,2009,22,1625
Jeffrey Graham Ellis,2009,29,2335
James Kazimierz Gimzewski,2009,NULL,NULL
David Moore Glover,2009,77,20834
Christopher Carl Goodnow,2009,NULL,NULL
Wendy Hall,2009,19,2545
Nicholas Paul Harberd,2009,17,924
John Hardy,2009,87,30850
Brian Arthur Hemmings,2009,8,274
Christine Holt,2009,57,10426
Christopher Neil Hunter,2009,10,283
Graham Hutchings,2009,75,
Peter Gershon Isaacson,2009,NULL,NULL
Jonathan Peter Keating,2009,23,1536
Dimitris Kioussis,2009,54,11299
Stephen Richard Larter,2009,4,91
David Alan Leigh,2009,6,110
David J. C. MacKay,2009, ,0
Arthur B. McDonald,2009,45,6821
Angela Ruth McLean,2009,NULL,NULL
David Roger Jones Owen,2009,8,179
Richard Edward Passingham,2009,NULL,NULL
Guy Peel Richardson,2009,NULL,NULL
Wolfram Schultz,2009,74,29376
Keith Shine,2009,50,8826
Henning Sirringhaus,2009,72,30923
Maurice S Skolnick,2009,1,13
Karen Steel,2009,55,11637
Malcolm Francis Graham Stevens,2009,27,2295
Jesper Qualmann Svejstrup,2009,NULL,NULL
Jonathan Tennyson,2009,66,23079
John Andrew Todd,2009,20,1236
Burt James Totaro,2009,18,1117
John Christopher Vederas,2009,16,648
John Nicholas Wood,2009,40,4499
Melvyn Bragg,2010,NULL,NULL
Gabriel Aeppli,2010,70,15936
Ian Affleck,2010,67,20206
Paul Brakefield,2010,46,7269
Andrea Brand,2010,38,11381
Eleanor Campbell,2010,47,7859
Philip Candelas,2010,33,6769
Nicola Susan Clayton,2010,18,1070
Russell Cowburn,2010,37,7321
Gideon Davies,2010,68,20001
Donald Dawson,2010,21,1391
Raymond Dolan,2010,144,
Hugh Durrant-Whyte,2010,44,13355
Lyndon Evans,2010,13,873
Richard Evershed,2010,59,12245
Georg Gottlob,2010,42,6950
Ben Green,2010,21,1607
Robert Charles Griffiths,2010,24,1617
Roger Hardie,2010,50,7087
Michael Hastings,2010,63,14531
Andrew Hattersley,2010,102,45930
Craig Jon Hawker,2010,NULL,NULL
Ronald Thomas Hay,2010,57,16099
Ian David Hickson,2010,1,3
Peter Horton,2010,68,14043
Jeremy Hutson,2010,48,6877
Victoria Kaspi,2010,63,13524
Lewis Edward Kay,2010,5,114
Ondrej Krivanek,2010,35,5142
Angus Iain Lamond,2010,NULL,NULL
Alan Lehmann,2010,77,18438
Malcolm McCulloch,2010,81,20864
Robin MacGregor Murray,2010,NULL,NULL
Robin Noel Perutz,2010,2,123
Max Pettini,2010,76,19948
Thomas Platts-Mills,2010,86,27900
Wolf Reik,2010,93,31673
Loren Rieseberg,2010,74,18484
Peter William Jack Rigby,2010,3,59
Ezio Rizzardo,2010,57,19507
Elizabeth Simpson,2010,61,17238
Alan Edward Smith,2010,46,6320
Eric Wolff,2010,52,10988
Pascale Cossart,2010,94,29479
Carl Djerassi,2010,60,
Ludwig Dmitrievich Faddeev,2010,NULL,NULL
Edmond Henri Fischer,2010,NULL,NULL
Michael Goodchild,2010,50,9643
John Bannister Goodenough,2010,14,874
Detlef Weigel,2010,101,40542
Kurt Wuthrich,2010,121,67618
Robin Campbell Allshire,2011,3,14
Andrew Balmford,2011,57,12455
Jeremy John Baumberg,2011,14,1167
Hagan Bayley,2011,71,18641
Béla Bollobás,2011,38,5969
Doreen Cantrell,2011,68,14495
Stanley William Herbert Cowley,2011,74,25912
Alan Frederick Cowman,2011,3,32
Alun Millward Davies,2011,NULL,NULL
Nicholas Peter Franks,2011,49,9992
Ian Hector Frazer,2011,NULL,NULL
Steven J. Gamblin,2011,2,19
John William Goodby,2011,2,26
Alan Grafen,2011,39,6772
Clare P Grey,2011,17,1157
Janet Hemingway,2011,57,11723
Ian Horrocks,2011,48,9838
Colin Humphreys,2011,49,11731
Alejandro Kacelnik,2011,52,7056
Robert Charles Kennicutt,2011,24,1617
Steffen Lilholt Lauritzen,2011,NULL,NULL
Yuk Ming Dennis Lo,2011,3,39
Ian Manners,2011,87,29077
David Eusthatios Manolopoulos,2011,NULL,NULL
Gerhard Theodor Materlik,2011,NULL,NULL
James McKernan,2011,9,469
Tom McLeish,2011,46,10013
David Roberts McMurtry,2011,42,6647
Mervyn John Miles,2011,1,1
Arthur David Milner,2011,8,227
John Morton,2011,42,6974
Sean Munro,2011,50,15036
Werner Nahm,2011,15,905
Kostya Novoselov,2011,92,129259
Mark Pagel,2011,47,10588
(Ronald) John Parkes,2011,2,21
Fiona Powrie,2011,75,26081
Mark Felton Randolph,2011,7,376
Leonard Robert Stephens,2011,54,13381
Patrick Ping Leung Tam,2011,33,4884
Simon Tavaré,2011,56,14072
Angela Carmen Vincent,2011,1,1
Sir Mark Walport,2011,69,20451
Robert Watson,2011,31,3655
David Chandler,2011,88,33173
Joanne Chory,2011,102,37763
Mikhail Gromov,2011,23,3933
Thomas J.R. Hughes,2011,57,13053
Phillip Allen Sharp,2011,17,1709
Carla J Shatz,2011,NULL,NULL
Thomas Steitz,2011,97,36063
Edward Manin Stolper,2011,NULL,NULL
Varinder Kumar Aggarwal,2012,1,7
John Aggleton,2012,73,17558
Shankar Balasubramanian,2012,56,14610
Philip Nigel Bartlett,2012,NULL,NULL
Alan Bundy,2012,15,1027
Jeremy Burroughes,2012,26,19363
Gordon Dougan,2012,91,32384
Michele Dougherty,2012,49,8634
Christopher Dye,2012,67,20912
Garret FitzGerald,2012,107,41096
Patrick William Fowler,2012,26,5199
Hermann Hauser,2012,11,525
Alasdair Iain Houston,2012,4,35
Christopher Michael Hull,2012,46,6527
Steve Jones,2012,81,40924
Dominic David Joyce,2012,26,2439
Richard Kerswell,2012,30,2500
Chandrashekhar Khare,2012,9,360
David Klenerman,2012,47,8281
Tony Kouzarides,2012,92,39371
Russell Lande,2012,64,21244
Julian Hart Lewis,2012,17,1920
Eddy Liew,2012,NULL,NULL
Ian Calman Muir MacLennan,2012,NULL,NULL
David MacMillan,2012,72,21379
Trevor John McDougall,2012,19,1050
John Michael McNamara,2012,31,3648
Andrew John McWalter Millar,2012,8,198
David Owen Morgan,2012,116,
Hugh O'Neill,2012,56,10186
Michael Petrides,2012,73,21136
Margaret Robinson,2012,45,7317
Brian Schmidt,2012,60,23053
Chris D. Thomas,2012,44,7751
Hywel Rhys Thomas,2012,11,452
Mathukumalli Vidyasagar,2012,31,3747
Krishnaswamy VijayRaghavan,2012,26,2149
Tejinder Virdee,2012,66,
Gabriel Waksman,2012,64,12786
Ian Walmsley,2012,56,10927
Mark Warner,2012,38,4536
Timothy John Williams,2012,22,2355
Stephen Withers,2012,75,20027
Daniel Wolpert,2012,66,22500
"Prince Andrew, Duke of York",2013,NULL,NULL
Bill Bryson,2013,3,16
Harry Anderson,2013,65,13931
Judy Armitage,2013,39,5238
Keith Ball,2013,10,737
Michael W. Bevan,2013,15,705
Mervyn Bibb,2013,57,10142
Stephen R. Bloom,2013,133,
Gilles Brassard,2013,30,15934
Michael Burrows,2013,33,3980
Jon Crowcroft,2013,46,12051
"Ara Darzi, Baron Darzi of Denham",2013,84,
William C. Earnshaw,2013,8,233
Gerard F. Gilmore,2013,8,1354
Nigel Glover,2013,4,261
Raymond E. Goldstein,2013,48,9673
Melvyn A. Goodale,2013,2,18
Martin Green,2013,81,
Gillian Griffiths,2013,49,7480
Joanna Haigh,2013,29,3512
Phillip Thomas Hawkins,2013,35,4255
Edith Heard,2013,51,10211
Gideon Henderson,2013,40,4794
Guy Lloyd-Jones,2013,44,5796
Stephen P. Long,2013,42,
Nicholas Lydon,2013,34,13443
Anne Mills,2013,48,7515
Paul O'Brien,2013,63,16667
William D. Richardson,2013,81,
Gareth Roberts,2013,31,3163
R. Kerry Rowe,2013,10,309
John Savill,2013,61,17135
Christopher J. Schofield,2013,17,1192
Paul M. Sharp,2013,25,2980
Stephen J. Simpson,2013,60,13460
Terry Speed,2013,68,44392
Maria Grazia Spillantini,2013,56,22364
Douglas W Stephan,2013,49,7963
Brigitta Stockinger,2013,49,9085
Alan Turnbull,2013,43,6486
Jean-Paul Vincent,2013,39,3684
Andrew O. M. Wilkie,2013,20,1749
Sophie Wilson,2013,2,38
Terry Wyatt,2013,71,
Julia Yeomans,2013,47,8606
Robert J. Young,2013,99,39473
Steven Armes,2014,99,33362
Paul Attfield,2014,24,1813
David Beerling,2014,55,9468
Michael Benton,2014,52,9984
Sushantha Bhattacharyya,2014,NULL,NULL
Ewan Birney,2014,78,58527
Dorothy Bishop,2014,72,17234
Tom Bridgeland,2014,13,882
David Charlton,2014,74,
Peter Colman,2014,46,6302
Steven Cowley,2014,40,4734
Sally Davies,2014,30,3609
Marian Dawkins,2014,36,4444
John Dick,2014,76,29020
Liam Dolan,2014,45,7777
Timothy Eglinton,2014,51,8923
Amanda Fisher,2014,54,11509
Geoffrey Grimmett,2014,17,1025
Martin Hairer,2014,17,1004
Richard Edwin Hills,2014,9,174
Timothy Holland,2014,49,16258
Martin Johnson,2014,58,10845
Peter Keightley,2014,43,7830
Mike Lazaridis,2014,NULL,NULL
Timothy Leighton,2014,32,3268
Simon Lilly,2014,73,19584
Michael Lynch,2014,73,22441
Andrew Mackenzie,2014,42,7465
Vladimir Markovic,2014,5,61
Irwin McLean,2014,70,16118
Paul Midgley,2014,47,8404
Gareth Morris,2014,41,9010
James Naismith,2014,50,8044
Jenny Nelson,2014,111,
Colin Nichols,2014,53,13659
Miles Padgett,2014,70,18814
Julian Parkhill,2014,98,46776
Karalyn Patterson,2014,82,23912
Sheena Radford,2014,67,16175
Randy Read,2014,54,49221
David Ron,2014,97,44081
Patrik Rorsman,2014,74,19233
Bill Rutherford,2014,NULL,NULL
Colin Smith,2014,29,3344
Alan Soper,2014,63,14743
Nicholas Stern,2014,27,2794
Nicholas Talbot,2014,52,12596
Demetri Terzopoulos,2014,53,20976
Rajesh Thakker,2014,64,16332
Anthony Watts,2014,48,6890
Richard Alley,2014,72,18707
Richard Axel,2014,88,30621
Chunli Bai,2014,42,7272
Steven Chu,2014,77,25597
Stephen Harrison,2014,99,36886
Vincent Poor,2014,75,
Philippe Sansonetti,2014,96,29961
Joan Steitz,2014,88,26295
Clifford Tabin,2014,89,30070
Jean-Marie Tarascon,2014,115,77900
Mark Achtman,2015,66,17400
Ali Alavi,2015,40,5180
Allan Balmain,2015,58,14927
Kamal Bawa,2015,47,5932
Stephen D. M. Brown,2015, ,0
Jane Clarke,2015,46,7031
Clifford Cocks,2015,3,319
Rory Collins,2015,109,90667
Andrew Ian Cooper,2015, ,0
Stephen A. Cusack,2015,4,39
Anne Cutler,2015,49,8614
Benjamin Guy Davis,2015,14,622
Annette Dolphin,2015,60,10520
Philip Donoghue,2015,40,5353
Daniel J. Drucker,2015,18,1648
James Dyson,2015,2,10
Anthony William Fairbank Edwards,2015,9,305
Yvonne Elsworth,2015,58,9045
Alison Etheridge,2015,14,585
Jeremy Farrar,2015,76,26292
Zoubin Ghahramani,2015,45,12486
Michael E. Goddard,2015,30,3951
Michael Hausser,2015,52,
Laurence Hurst,2015,58,13032
Jane A. Langdale,2015,NULL,NULL
Andrew P. Mackenzie,2015,55,9733
Philip Maini,2015,54,9632
Jens Marklof,2015,16,578
Gero Miesenböck,2015,26,4552
Ketan J. Patel,2015,57,
David Phillips,2015,68,15541
Jonathan Pila,2015,11,439
Roger Powell,2015,64,19198
John Rarity,2015,45,7844
Andrew Fraser Read,2015,11,440
Alan Madoc Roberts,2015,NULL,NULL
John Robertson,2015,108,
Roger Sheldon,2015,82,32688
Julia Slingo,2015,48,7345
Scott William Sloan,2015,21,3047
Henry Snaith,2015,79,30796
Ajay K. Sood,2015,20,1128
Natalie Strynadka,2015,55,9198
Richard Thomas,2015,24,2272
Bryan M. Turner,2015,60,
Frank Uhlmann,2015,43,7213
Colin Wilson,2015,44,6311
Lisa Jardine,2015,4,310
